Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-7,,2694-CTG_X0123_NE_1,Sep-94,4-ISV3,1(CTG_X1299_NE_1),,2697-CTG_X1299_NE_1,Sep-97,3-ISV3,1(CTG_X0123_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11017,11547,"11E1,28MHz,1024QAMLight","11E1,28MHz,1024QAMLight",15,15,6,5,-34.6,-34.6,-44.8,-45.5,6.1,5,6,4,-43.6,-44.3,-45.2,-45.8,11,11,1,1,9.09,9.09,204.571,204.571,52676,11485,444,327,14712,3745,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,1819,-
CTG_X0120_Chain_02,,2694-CTG_X0123_NE_1,Sep-94,3-ISV3,1(CTG_X1360_NE_1),,2699-CTG_X1360_NE_1,Sep-99,4-ISV3,1(CTG_X0123_NE_1),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Protect Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15124,14704,"40E1,28MHz,1024QAMLight","40E1,28MHz,1024QAMLight",22,22,18.9,19.1,-10,-10,-33.2,-37.2,18.9,19.1,-55,19,-33.2,-36.1,-34.6,-37.2,40,40,7,8,17.5,20,144.391,144.391,10890,53264,328,504,3744,14709,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,64QAM,64QAM,/,/,/,/,1821,-
l-14,,2697-CTG_X1299_NE_1,Sep-97,5-ISV3,1(CTG_X9011_NE_1),,2704-CTG_X9011_NE_1,Sep-04,3-ISV3,1(CTG_X1299_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11439,10909,"12E1,28MHz,1024QAMLight","12E1,28MHz,1024QAMLight",11,11,8,6.9,-10,-10,-46.6,-44.9,8,9.1,7,6.9,-44,-44.9,-46.6,-47.1,12,12,1,1,8.33,8.33,202.496,202.496,69478,14731,731,428,21380,5483,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,1824,-
Chain_02,,2698-CTG_X0122_NE_1,Sep-98,5-ISV3,1(CTG_G1101_NE_1),,2706-CTG_G1101_NE_1,Sep-06,3-ISV3,1(CTG_X0122_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18978.13,17968.13,"1E1,14MHz,1024QAMLight","1E1,14MHz,1024QAMLight",15,15,1,0.4,-10,-10,-47.4,-47.1,1,0.4,0.5,0,-47.2,-46.6,-47.5,-47.1,1,1,1,1,100,100,106.632,106.632,8370,35894,163,238,2300,8528,Enabled,Enabled,-45.5,-45.5,-50.5,-50.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,1825,-
Chain_02,,2690-CTG_X1604_NE_1,Sep-90,4-ISV3,1(CTG_X1360_NE_1),,2699-CTG_X1360_NE_1,Sep-99,3-ISV3,1(CTG_X1604_NE_1),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),2,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8003,8269,"39E1,28MHz,1024QAMLight","39E1,28MHz,1024QAMLight",17,17,10.9,11.9,-10,-10,-46.6,-46.9,14.1,15.1,10.9,11,-44.3,-44.1,-48.6,-48.9,39,39,8,8,20.51,20.51,146.466,146.466,38870,7448,105,90,6899,1840,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,64QAM,64QAM,/,/,/,/,1831,-
Chain_02,,2690-CTG_X1604_NE_1,Sep-90,6-ISV3,1(CTG_X1360_NE_1),,2699-CTG_X1360_NE_1,Sep-99,5-ISV3,1(CTG_X1604_NE_1),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),2,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8003,8269,"39E1,28MHz,1024QAMLight","39E1,28MHz,1024QAMLight",17,17,-55,-55,-10,-10,-51.6,-53.1,-55,-55,-55,-55,-49.2,-49.9,-53.6,-54.8,39,39,0,0,0,0,146.466,146.466,38191,7404,119,90,6899,1840,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,64QAM,64QAM,/,/,/,/,1832,-
ring 01,,2424-CTG_R1160_NE_1,Sep-24,3-ISV3,1(CTG_X0093_NE_1),,2142-CTG_X0093_NE_1,Sep-42,5-ISV3,1(CTG_R1160_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37135,38395,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0,-10,-10,-44.4,-44.3,0.2,0,0,0,-42.1,-41.8,-44.4,-44.3,0,0,0,0,-,-,88.203,88.203,49525,13882,262,308,18233,5902,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,1835,-
ring 01,,3409-CTG_X1832_NE_1,Sep-09,3-ISV3,1(CTG_X0037_NE_1),,2156-CTG_X0037_NE_1,Sep-56,1-ISV3,1(CTG_X1832_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38381,37121,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",2,2,0,0,-10,-10,-33.1,-33,0,0.1,0,0,-32.5,-32.6,-33.1,-33,0,0,0,0,-,-,100.143,100.143,88991,26643,274,272,26854,5324,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,1836,-
l-11,,2145-CTG_X0097_NE_1,Sep-45,3-ISV3,1(CTG_X0693_NE_1),,2157-CTG_X0693_NE_1,Sep-57,3-ISV3,1(CTG_X0097_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8251.5,7985.5,"15E1,7MHz,256QAM","15E1,7MHz,256QAM",13,13,6.5,6.4,-10,-10,-45.2,-46.1,6.5,6.6,6.3,6.2,-45.2,-46,-45.8,-46.5,15,15,14,13,93.33,86.67,11.45,11.45,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,64QAM,64QAM,/,/,/,/,1839,-
l-4,,2956-CTG_X0333_NE_1,Sep-56,8-ISV3,1(CTG_X1854_NE_1),,3784-CTG_X1854_NE_1,Sep-84,3-ISV3,1(CTG_X0333_NE_1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14501.000,14725.000]","[14921.000,15145.000]",XMC-2,XMC-2,TX low,TX high,14704,15124,"0E1,28MHz,512QAM","0E1,28MHz,512QAM",20,20,7.4,9.4,-10,-10,-47.5,-48,8.1,9.4,7.4,7.6,-46.5,-46.3,-47.6,-48,0,0,0,0,-,-,195.675,195.675,16086,63212,813,588,7107,19819,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,QPSKStrong,QPSKStrong,/,/,/,/,1840,-
l-3,,3847-CTG_X0380_NE_1,Sep-47,6-ISV3,1(2946-CTG_X9013_NE_1),,2946-CTG_X9013_NE_1,Sep-46,3-ISV3,1(CTG_X0380_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7975,8241,"4E1,28MHz,128QAM","4E1,28MHz,128QAM",20,20,7.4,7.9,-10,-10,-45.4,-44.7,10.6,10.7,7.4,7.9,-43.1,-42.7,-46.5,-46.9,4,4,2,3,50,75,151.62,151.62,106426,30790,1477,1395,46066,13613,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,1841,-
l-4,,3843-CTG_X0810_NE_1,Sep-43,4-ISV3,1(CTG_X9013_NE_1),,2946-CTG_X9013_NE_1,Sep-46,5-ISV3,1(CTG_X0810_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8003,8269,"8E1,28MHz,128QAM","8E1,28MHz,128QAM",18,18,24,26,-10,-10,-45.6,-43.3,24,26,19,22.9,-43.3,-43.3,-47.6,-47.5,8,8,4,4,50,50,143.321,143.321,81875,19137,1498,1000,28310,7788,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,1842,-
l-27,,3851-CTG_X0315_NE_1,Sep-51,5-ISV3,1(CTG_X9013_NE_1),,2946-CTG_X9013_NE_1,Sep-46,14-ISV3,1(CTG_X0315_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11017,11547,"5E1,28MHz,128QAM","5E1,28MHz,128QAM",15,15,-1,0.1,-10,-10,-54.4,-54.8,-1,0.1,-2,-1,-54.4,-54.4,-56.9,-56.6,5,5,3,3,60,60,149.545,149.545,86096,21014,806,837,30117,8026,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,/,/,/,/,1844,-
l-10,,2621-CTG_X0032_NE_1,Sep-21,6-ISV3,1(2609-CTG_X0031_NE_1),,2609-CTG_X0031_NE_1,Sep-09,6-ISV3,1(2621-CTG_X0032_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"6E1,28MHz,1024QAMLight","6E1,28MHz,1024QAMLight",4,4,0.1,0,-10,-10,-45,-43.4,0.1,0.7,0,0,-43.8,-43.4,-45,-43.7,6,6,6,6,100,100,214.947,214.947,0,22,0,1,0,3,Enabled,Enabled,-42.5,-42.5,-47.5,-47.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,/,/,/,/,1849,-
Danger,,2690-CTG_X1604_NE_1,Sep-90,3-ISV3,1(CTG_X0941_NE_1),,2709-CTG_X0941_NE_1,Sep-09,3-ISV3,1(CTG_X1604_NE_1),Hybrid(101Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15131,14711,"8E1,14MHz,512QAMLight","8E1,14MHz,512QAMLight",17,17,14.5,16.4,-10,-10,-44.6,-46.4,16.5,16.5,14.5,16.4,-44.4,-44.1,-47,-47.4,8,8,8,7,100,87.5,83.554,83.554,0,0,0,0,0,0,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,64QAM,64QAM,/,/,/,/,1850,-
l-12,,2710-CTG_X0441_NE_1,Sep-10,5-ISV3,1(CTG_X0941_NE_1),,2709-CTG_X0941_NE_1,Sep-09,4-ISV3,1(CTG_X0441_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8241,7975,"9E1,28MHz,1024QAMLight","9E1,28MHz,1024QAMLight",15,15,11.6,10.2,-10,-10,-46.7,-45.6,12,10.2,11.6,10.1,-46.3,-45.2,-47.2,-46.2,9,9,9,9,100,100,208.722,208.722,16429,68560,197,255,6046,24505,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,64QAM,64QAM,/,/,/,/,1851,-
l-1,,4182-CTG_X1363_NE_1,Sep-82,5-ISV3,1(4183-CTG_X1352_NE_1),,4183-CTG_X1352_NE_1,Sep-83,5-ISV3,1(4182-CTG_X1363_NE_1),Hybrid(94Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8262,7996,"4E1,14MHz,512QAM","4E1,14MHz,512QAM",22,22,15,15,-10,-10,-46.8,-47.5,15.1,16.1,9,7,-45.1,-45,-50.5,-51,4,4,2,2,50,50,85.299,85.299,21377,8214,0,48,5509,1544,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,16QAMStrong,16QAMStrong,/,/,/,/,1855,-
l-3,,4182-CTG_X1363_NE_1,Sep-82,3-ISV3,1(3439-CTG_X0941_NE_2),,3439-CTG_X0941_NE_2,Sep-39,5-ISV3,1(4182-CTG_X1363_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8262,7996,"5E1,14MHz,256QAM","5E1,14MHz,256QAM",26,26,14.2,15.5,-10,-10,-50.7,-50.4,14.6,15.5,12.5,11.5,-49.6,-49.6,-52.7,-52.7,5,5,2,2,40,40,77.83,77.83,34802,6907,99,0,4989,1079,Enabled,Enabled,-48,-48,-53,-53,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,16QAMStrong,16QAMStrong,/,/,/,/,1857,-
l-6,,4178-CTG_X0769_NE_1,Sep-78,3-ISV3,1(3079-CTG_X0482_NE_1),,3079-CTG_X0482_NE_1,Sep-79,5-ISV3,1(4178-CTG_X0769_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11432,10902,"1E1,14MHz,1024QAMLight","1E1,14MHz,1024QAMLight",22,22,13.2,13,-10,-10,-46.3,-47.4,20.1,20.1,12,13,-45,-45,-51.2,-50,1,1,0,0,0,0,106.632,106.632,85068,19437,921,583,28113,7303,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,1861,-
l-41,,2707-CTG_G1099_NE_1,Sep-07,3-ISV3,1(CTG_G1109_NE_1),,2705-CTG_G1109_NE_1,Sep-05,4-ISV3,1(CTG_G1099_NE_1),Hybrid(52Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8237.5,7971.5,"0E1,7MHz,1024QAM","0E1,7MHz,1024QAM",24,24,23,19.1,-10,-10,-45.7,-48.6,23,23,10.8,12.9,-45.4,-45.4,-53.5,-50.8,0,0,0,0,-,-,51.142,51.142,41114,14153,142,106,9797,3340,Enabled,Enabled,-45.5,-45.5,-50.5,-50.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,1862,-
l-7,,2695-CTG_X9009_NE_1,Sep-95,5-ISV3,1(2708-CTG_X0274_NE_1),,2708-CTG_X0274_NE_1,Sep-08,5-ISV3,1(2695-CTG_X9009_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11010,11540,"14E1,14MHz,1024QAMLight","14E1,14MHz,1024QAMLight",15,15,-55,-55,-10,-10,-48.1,-46.5,-55,-55,-55,-55,-46.2,-45.1,-49.9,-49.8,14,14,0,0,0,0,79.725,79.725,9985,37038,163,142,3100,12557,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,/,/,/,/,1865,-
l-1,,2691-CTG_X9010_NE_1,Sep-91,3-ISV3,1(2708-CTG_X0274_NE_1),,2708-CTG_X0274_NE_1,Sep-08,4-ISV3,1(2691-CTG_X9010_NE_1),Hybrid(242Mbit/s),-,1+1(HSB),1+1(HSB),2,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8241,7975,"9E1,28MHz,2048QAM","9E1,28MHz,2048QAM",18,18,18,18,-10,-10,-45.3,-48.4,18,18,17.9,17.9,-44.3,-43,-46.6,-48.4,9,9,3,3,33.33,33.33,222.437,222.437,212454,50865,3431,2316,111656,22843,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAM,16QAM,/,/,/,/,1866,-
l-5,,2695-CTG_X9009_NE_1,Sep-95,3-ISV3,1(CTG_X0274_NE_1),,2708-CTG_X0274_NE_1,Sep-08,3-ISV3,1(CTG_X9009_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11010,11540,"14E1,14MHz,1024QAMLight","14E1,14MHz,1024QAMLight",15,15,14.1,11.2,-10,-10,-47.9,-46.2,14.1,11.7,11.9,11.2,-45.7,-45,-49.4,-49.8,14,14,3,3,21.43,21.43,79.725,79.725,10179,37394,179,154,3100,12557,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,/,/,/,/,1867,-
l-11,,2691-CTG_X9010_NE_1,Sep-91,4-ISV3,1(CTG_G1109_NE_1),,2705-CTG_G1109_NE_1,Sep-05,3-ISV3,1(CTG_X9010_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8262,7996,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",23,23,17.1,19.1,-44.2,-44.2,-47.5,-48.7,23.1,20.9,17.1,16.9,-46.1,-46.1,-51.1,-51.1,0,0,0,0,-,-,108.702,108.702,20083,58601,207,240,4624,15459,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,/,/,/,/,1869,-
l-1,,4179-CTG_X0324_NE_1,Sep-79,5-ISV3,1(4178-CTG_X0769_NE_1),,4178-CTG_X0769_NE_1,Sep-78,5-ISV3,1(4179-CTG_X0324_NE_1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,10989,11519,"1E1,28MHz,512QAM","1E1,28MHz,512QAM",22,22,13.1,13,-10,-10,-47.9,-47.2,14.3,13,8.2,9.2,-45.3,-45.1,-49.3,-49.7,1,1,1,1,100,100,193.597,193.597,0,9,0,3,0,5,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAM,512QAM,QPSKStrong,QPSKStrong,/,/,/,/,1878,-
l-2,,4177-CTG_X1144_NE_1,Sep-77,3-ISV3,1(2959-CTG_X0114_NE_1),,2959-CTG_X0114_NE_1,Sep-59,13-ISV3,1(4177-CTG_X1144_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10915.000,11215.000]","[11445.000,11745.000]",XMC-2,XMC-2,TX low,TX high,11010,11540,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",21,21,16,16,-10,-10,-41.8,-42.8,22.1,21.4,15.9,15.9,-40,-40.1,-45,-45,0,0,0,0,-,-,100.143,100.143,56622,12524,227,143,16184,4351,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,1880,-
Danger,,2690-CTG_X1604_NE_1,Sep-90,5-ISV3,1(2709-CTG_X0941_NE_1),,2709-CTG_X0941_NE_1,Sep-09,5-ISV3,1(2690-CTG_X1604_NE_1),Hybrid(101Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15131,14711,"8E1,14MHz,512QAMLight","8E1,14MHz,512QAMLight",17,17,-55,-55,-10,-10,-44.8,-46.3,-55,-55,-55,-55,-44.5,-44.2,-47.2,-47.5,8,8,0,0,0,0,83.554,83.554,0,0,0,0,0,0,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,64QAM,64QAM,/,/,/,/,1881,-
l-2,,2691-CTG_X9010_NE_1,Sep-91,6-ISV3,1(2705-CTG_G1109_NE_1),,2705-CTG_G1109_NE_1,Sep-05,5-ISV3,1(2691-CTG_X9010_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8262,7996,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",23,23,-55,-55,-10,-10,-53.9,-54.5,-55,-55,-55,-55,-51.6,-51.3,-56.5,-56.2,0,0,0,0,-,-,108.702,108.702,20070,59252,208,242,4624,15457,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,/,/,/,/,1882,-
