Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
Ring_04,,5335-DHK_G4466_NE_1,Sep-35,4-ISV3,1(5317-DHK_X2111_NE_1),,5317-DHK_X2111_NE_1,Sep-17,3-ISV3,1(5335-DHK_G4466_NE_1),Hybrid(109Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11446,10916,"3E1,14MHz,1024QAMLight","3E1,14MHz,1024QAMLight",17,17,6.1,6.1,-10,-10,-54.8,-53.7,8.1,8.1,4,4,-51.5,-52,-56.3,-56.1,3,3,0,0,0,0,102.492,102.492,104266,37465,651,794,30403,8837,Enabled,Enabled,-51,-51,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,8893,-
Ring_04,,5335-DHK_G4466_NE_1,Sep-35,6-ISV3,1(5317-DHK_X2111_NE_1),,5317-DHK_X2111_NE_1,Sep-17,5-ISV3,1(5335-DHK_G4466_NE_1),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11446,10916,"3E1,14MHz,1024QAMLight","3E1,14MHz,1024QAMLight",17,17,-55,-55,-10,-10,-59.9,-58.5,-55,-55,-55,-55,-56.7,-56.9,-61.3,-60.9,3,3,0,0,0,0,102.492,102.492,103626,37587,652,786,30403,8837,Enabled,Enabled,-51,-51,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,8894,-
ring-3,,5822-DHK_G1883_NE_1,Sep-22,3-ISV3,1(5398-DHK_X2623_NE_1),,5398-DHK_X2623_NE_1,Sep-98,4-ISV3,1(5822-DHK_G1883_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17944.25,18954.25,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",17,17,0.4,0.2,-10,-10,-51.1,-50.7,2.4,3.2,0.4,0.2,-49.1,-49.5,-53.5,-53.2,0,0,0,0,-,-,53.699,53.699,44603,13689,1,338,17216,5446,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,8895,-
Chain_01,,5967-DHK_G3597_NE_1,Sep-67,3-ISV3,1(3636-DHK_X3354_NE_1),,3636-DHK_X3354_NE_1,Sep-36,6-ISV3,1(5967-DHK_G3597_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7992.5,8258.5,"1E1,7MHz,1024QAMLight","1E1,7MHz,1024QAMLight",23,23,21.1,6.4,-10,-10,-50.7,-51.4,21.1,15.1,7.7,6.4,-50.2,-50,-55,-56,1,1,1,1,100,100,51.643,51.643,48425,13026,251,381,15956,5051,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,256QAM,/,QPSKStrong,/,8918,-
Chain_01,,5978-DHK_X0522_NE_2,Sep-78,3-ISV3,1(3636-DHK_X3354_NE_1),,3636-DHK_X3354_NE_1,Sep-36,4-ISV3,1(5978-DHK_X0522_NE_2),Hybrid(330Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11565,11035,"0E1,40MHz,2048QAM","0E1,40MHz,2048QAM",21,21,17.9,18,-10,-10,-43.9,-46.2,26,19.1,15.9,14,-40,-39.9,-68,-56.3,0,0,0,0,-,-,328.741,328.741,254848,64600,4681,3613,118224,31987,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,QPSKStrong,QPSKStrong,/,/,/,/,8919,-
Chain_01,,5876-DHK_X0522_NE_1,Sep-76,6-ISV3,1(5878-DHK_X0552_NE_1),,5878-DHK_X0552_NE_1,Sep-78,5-ISV3,1(5876-DHK_X0522_NE_1),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7975,8269,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",21,21,-55,-55,-10,-10,-52.2,-54.2,-55,-55,-55,-55,-49.4,-47.9,-58.5,-59.3,1,1,0,0,0,0,225.323,225.323,24285,96171,1146,923,10030,42171,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,8920,-
Chain_01,,5876-DHK_X0522_NE_1,Sep-76,4-ISV3,1(5878-DHK_X0552_NE_1),,5878-DHK_X0552_NE_1,Sep-78,3-ISV3,1(5876-DHK_X0522_NE_1),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7975,8241,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",21,21,15.9,12,-10,-10,-47.3,-46.7,24,23,8.8,7.9,-44.7,-42,-53.3,-53.6,1,1,1,1,100,100,225.323,225.323,24258,100719,1109,1068,10030,42172,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,8921,-
Chain_03,,3635-DHK_X2651_NE_1,Sep-35,4-ISV3,1(5772-DHK_G3600_NE_1),,5772-DHK_G3600_NE_1,Sep-72,3-ISV3,1(3635-DHK_X2651_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17940.63,18950.63,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",7,7,0,0,-10,-10,-47.4,-47.3,0.2,0.2,-0.3,-0.3,-46.8,-45.7,-48.9,-47.3,0,0,0,0,-,-,88.203,88.203,21570,89866,0,0,5262,19726,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,256QAM,/,QPSKStrong,8931,-
Chain_03,,3635-DHK_X2651_NE_1,Sep-35,3-ISV3,1(DHK_X2652_NE_1),,3634-DHK_X2652_NE_1,Sep-34,5-ISV3,1(DHK_X2651_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11547,11017,"3E1,28MHz,1024QAMLight","3E1,28MHz,1024QAMLight",15,15,15,15,-10,-10,-65.8,-44.3,17.9,18,8.3,12,-43.3,-43.2,-65.8,-47.9,3,3,1,1,33.33,33.33,221.173,221.173,170559,50635,1995,2120,62648,18469,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,8933,-
f/1,,3635-DHK_X2651_NE_1,Sep-35,5-ISV3,1(DHK_X3354_NE_1),,3636-DHK_X3354_NE_1,Sep-36,3-ISV3,1(DHK_X2651_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8003,8269,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",22,22,21.9,21.9,-10,-10,-41.1,-45.3,22,22.1,21.8,21.9,-38.8,-39.9,-46.9,-47.8,1,1,1,1,100,100,225.323,225.323,63999,227005,3004,3434,28746,95395,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,8934,-
l-1,,953-DHK_X0005_NE_2,9-953,3-ISV3,1(DHK_B0917_NE_1),,910-DHK_B0917_NE_1,9-910,3-ISV3,1(DHK_X0005_NE_2),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24594.5,25602.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0,0,-10,-10,-28,-28.9,0.1,0.1,0,0,-27.9,-28.7,-28.1,-29.2,0,0,0,0,-,-,42.269,42.269,4691,20071,44,72,99,322,Enabled,Enabled,-55,-55,-60,-60,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,8941,-
l-1,,4948-DHK_X1174_NE_2,Sep-48,5-ISV3,1(DHK_X4363_NE_1),,2711-DHK_X4363_NE_1,Sep-11,5-ISV3,1(DHK_X1174_NE_2),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8272.5,8006.5,"4E1,7MHz,256QAM","4E1,7MHz,256QAM",21,21,14.1,18.6,-10,-10,-45.4,-47.9,22,18.6,9.9,13.1,-44,-44.1,-49.2,-48.4,4,4,2,2,50,50,34.051,34.051,0,0,0,0,0,0,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,8980,-
l-1,,3988-DHK_X2135_NE_1,Sep-88,4-ISV3,1(574-DHK_X9022_NE_1),,574-DHK_X9022_NE_1,9-574,11-ISV3,1(3988-DHK_X2135_NE_1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,19012.5,18002.5,"1E1,28MHz,2048QAM","1E1,28MHz,2048QAM",13,13,2.6,2.6,-10,-10,-45.2,-44.5,3.2,3.2,2.6,2.6,-43.3,-42.8,-46.7,-46.1,1,1,1,1,100,100,238.977,238.977,182451,46140,1143,1202,88147,19711,Enabled,Enabled,-42.5,-42.5,-47.5,-47.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,2048QAM,2048QAM,16QAMStrong,16QAMStrong,/,/,/,/,8984,-
l-12,,6120-DHK_X3670_NE_1,Sep-20,3-ISV3,1(4324-DHK_X2239_NE_1),,4324-DHK_X2239_NE_1,Sep-24,4-ISV3,1(6120-DHK_X3670_NE_1),Hybrid(161Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,18002.5,19012.5,"3E1,28MHz,128QAM","3E1,28MHz,128QAM",4,4,0,0,-10,-10,-49.2,-49.3,0.1,0.1,0,0,-48.3,-49.2,-49.5,-50.3,3,3,3,3,100,100,153.695,153.695,91101,24917,370,428,26310,7406,Enabled,Enabled,-55.5,-55.5,-60.5,-60.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSK,QPSK,/,/,/,/,9002,-
l-14,,5852-DHK_X3844_NE_1,Sep-52,3-ISV3,1(181-DHK_X2828_NE_1),,181-DHK_X2828_NE_1,9-181,4-ISV3,1(5852-DHK_X3844_NE_1),Hybrid(54Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15141.5,14721.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",9,9,0,0,-10,-10,-46.2,-46.8,0.3,0.2,0,0,-46.2,-46,-48.2,-46.8,0,0,0,0,-,-,53.699,53.699,44295,9208,98,154,6860,2195,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9004,-
l-15,,5852-DHK_X3844_NE_1,Sep-52,5-ISV3,1(181-DHK_X2828_NE_1),,181-DHK_X2828_NE_1,9-181,6-ISV3,1(5852-DHK_X3844_NE_1),Hybrid(89Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,15,15,"[15138.000,15348.000]","[14718.000,14928.000]",XMC-2,XMC-2,TX high,TX low,15145,14725,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",9,9,-55,-55,-10,-10,-47.2,-46.1,-55,-55,-55,-55,-47.1,-46.1,-47.4,-48,0,0,0,0,-,-,88.203,88.203,48388,9211,100,156,6860,2195,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9005,-
l-3,,6190-DHK_R5458_NE_1,Sep-90,3-ISV3,1(5152-DHK_X3323_NE_1),,5152-DHK_X3323_NE_1,Sep-52,5-ISV3,1(6190-DHK_R5458_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10675.000,10975.000]","[11205.000,11505.000]",XMC-2,XMC-2,TX low,TX high,10905.5,11435.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",5,5,8.6,9,-10,-10,-58.7,-56.9,8.6,12.5,1.6,3.4,-56,-56.2,-61.6,-61.5,0,0,0,0,-,-,53.699,53.699,30405,8236,112,155,5476,2237,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,256QAM,/,QPSKStrong,9008,-
l-1,,6192-DHK_R5451_NE_1,Sep-92,3-ISV3,1(5423-DHK_X4337_NE_1),,5423-DHK_X4337_NE_1,Sep-23,5-ISV3,1(6192-DHK_R5451_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-2,XMC-2,TX high,TX low,11428.5,10898.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",4,4,-3.9,-4,-10,-10,-51.4,-52.7,-3.8,-3.8,-4.1,-4.1,-50.4,-50.4,-55,-55.2,0,0,0,0,-,-,42.269,42.269,35619,7472,96,146,7190,1879,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,256QAM,/,QPSKStrong,/,9023,-
Chain_02,,3654-DHK_W2875_NE_1,Sep-54,5-ISV3,1(4393-DHK_X1156_NE_1),,4393-DHK_X1156_NE_1,Sep-93,6-ISV3,1(3654-DHK_W2875_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11540,11010,"7E1,14MHz,1024QAMLight","7E1,14MHz,1024QAMLight",18,18,6,8.4,-10,-10,-52,-52.2,7,10.2,6,8.1,-49.4,-49.6,-53.5,-52.6,7,7,3,3,42.86,42.86,94.213,94.213,8693,30397,49,25,2890,9812,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,1024QAMLight,/,QPSKStrong,/,9024,-
l-1,,895-DHK_X0459_NE_1,9-895,2-ISV3,1(1307-DHK_X2114_NE_1),,1307-DHK_X2114_NE_1,9-1307,3-ISV3,1(DHK_X0459_NE_1),Hybrid(17Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24627.75,25635.75,"0E1,3.5MHz,128QAM","0E1,3.5MHz,128QAM",0,0,-55,-55,-10,-10,-33.7,-35.4,0.1,0.2,-55,-55,-33.5,-34.4,-33.9,-35.4,0,0,0,0,-,-,16.875,16.875,0,0,0,0,0,0,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,256QAM,256QAM,QPSKStrong,QPSKStrong,9028,-
l-1,,6191-DHK_B5452_NE_1,Sep-91,3-ISV3,1(1990-DHK_X9019_NE_2),,1990-DHK_X9019_NE_2,Sep-90,4-ISV3,1(6191-DHK_B5452_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37166.5,38426.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,-0.2,0.1,-10,-10,-41.9,-41.7,0,0.2,-0.3,-0.1,-41.9,-41.7,-45.9,-45.8,0,0,0,0,-,-,42.269,42.269,4117,458,46,30,122,53,Enabled,Enabled,-53.5,-53.5,-58.5,-58.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,9032,-
l-1,,2265-DHK_X9010_NE_1,Sep-65,8-ISV3,1(4343-DHK_X1801_NE_1),,4343-DHK_X1801_NE_1,Sep-43,5-ISV3,1(2265-DHK_X9010_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10675.000,10975.000]","[11205.000,11505.000]",XMC-2,XMC-2,TX low,TX high,10909,11439,"26E1,28MHz,1024QAMLight","26E1,28MHz,1024QAMLight",4,4,11,10,-10,-10,-46,-44.9,14.9,14,8.9,10,-43.2,-43.1,-47.9,-47.8,26,26,23,26,88.46,100,173.444,173.444,34251,151613,2316,5067,17064,68048,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAMStrong,16QAMStrong,/,1024QAMLight,/,QPSKStrong,9036,-
Protection Link,,5774-DHK_X0520_NE_2,Sep-74,4-ISV3,1(5876-DHK_X0522_NE_1),,5876-DHK_X0522_NE_1,Sep-76,3-ISV3,1(5774-DHK_X0520_NE_2),Hybrid(161Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8269,8003,"8E1,28MHz,128QAM","8E1,28MHz,128QAM",24,24,25.9,26,-10,-10,-49.5,-51.7,28,26.1,23,26,-43.8,-43.6,-63.6,-73.1,8,8,1,1,12.5,12.5,143.321,143.321,77505,22367,0,0,23355,6497,Enabled,Enabled,-43.5,-43.5,-48.5,-48.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,1024QAMLight,/,QPSKStrong,/,9087,-
Protection Link,,5774-DHK_X0520_NE_2,Sep-74,6-ISV3,1(5876-DHK_X0522_NE_1),,5876-DHK_X0522_NE_1,Sep-76,5-ISV3,1(5774-DHK_X0520_NE_2),Hybrid(161Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8269,8003,"8E1,28MHz,128QAM","8E1,28MHz,128QAM",24,24,-55,-55,-10,-10,-53.4,-59.4,-55,-55,-55,-55,-49.1,-48.6,-68.9,-76.9,8,8,0,0,0,0,143.321,143.321,71912,20989,0,0,23353,6498,Enabled,Enabled,-43.5,-43.5,-48.5,-48.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSKStrong,QPSKStrong,1024QAMLight,/,QPSKStrong,/,9088,-
l-1,,1160-DHK_X0965_NE_1,9-1160,5-ISV3,1(DHK_X0123_NE_1),,1817-DHK_X0123_NE_1,9-1817,3-ISV3,1(DHK_X0965_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25606,24598,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",1,1,2,2,-10,-10,-44,-44.2,2,2,0,0,-44,-44.2,-45.8,-45.9,0,0,0,0,-,-,108.702,108.702,25707,87976,397,368,6427,24440,Enabled,Enabled,-43,-43,-48,-48,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,256QAM,256QAM,QPSKStrong,QPSKStrong,9091,-
l-1,,1177-DHK_X1692_NE_1,9-1177,5-ISV3,1(DHK_X2025_NE_1),,1199-DHK_X2025_NE_1,9-1199,3-ISV3,1(DHK_X1692_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,18009.38,19019.38,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",8,8,6.5,8.6,-10,-10,-41.3,-42.2,6.8,8.6,6.5,7.4,-41.3,-41.6,-42.4,-42.2,0,0,0,0,-,-,108.702,108.702,96031,41018,865,714,32924,10960,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,9092,-
l-1,,2279-DHK_X0023_NE_2,Sep-79,4-ISV3,1(2272-DHK_R0813_NE_1),,2272-DHK_R0813_NE_1,Sep-72,3-ISV3,1(2279-DHK_X0023_NE_2),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24580.5,25588.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,0,0.1,-10,-10,-38.3,-38.7,0.2,0.2,-0.1,0,-37.5,-38.1,-38.3,-38.7,0,0,0,0,-,-,53.699,53.699,21808,54822,204,0,3340,14003,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,256QAM,256QAM,QPSKStrong,QPSKStrong,9143,-
